simulation,baseline,baseline,algo_1,algo_1
score_type,linear,squared,linear,squared
0,0.12154665628431724,2.911217141580925e-05,0.3284716666950227,0.00013572525243453818
1,0.14084387612271282,3.362583091548176e-05,0.22171435852824464,7.704242208283366e-05
2,0.1556980648797348,4.033058249044146e-05,0.2083887564297609,8.130819363235334e-05
3,0.15881154496988145,4.1658507359060567e-05,0.19435378910495082,7.552948471298014e-05
4,0.16692461381985285,4.6525023425437025e-05,0.18596132544601776,7.201342092189253e-05
5,0.1606115989719305,4.2782655659851876e-05,0.174933285315305,6.286093735894053e-05
6,0.1590298090719395,4.169764121045854e-05,0.1669167266748699,5.8627009945609934e-05
7,0.16660570870922514,4.561722010329911e-05,0.16417329840466677,5.847653225165742e-05
8,0.16618116340941555,4.546280051798925e-05,0.16138581172392566,5.772635617130775e-05
9,0.1646339222581466,4.443405814697918e-05,0.1583688130335661,5.632167679776771e-05
10,0.1647612986705716,4.3925279679462346e-05,0.15985638478371864,5.581004644615889e-05
11,0.16676459494338022,4.4572921677481494e-05,0.1556842298707245,5.2850240783970945e-05
12,0.16428118353243576,4.336247008950604e-05,0.15200013321424538,5.1159254897005164e-05
13,0.1654530004506929,4.4340632754194966e-05,0.1502269809670913,4.9828331690170994e-05
14,0.16683150980483968,4.514791323731603e-05,0.15022063536106536,5.0481107077736794e-05
15,0.16903744505421905,4.6413790800846984e-05,0.14960094703142465,5.085506842450646e-05
16,0.16954258494472255,4.6867630805942946e-05,0.14746641779817113,4.9768323330996405e-05
17,0.16884105199205346,4.654682117865871e-05,0.14633180620324346,4.970563859645938e-05
18,0.16663140116108943,4.513046813659107e-05,0.14483180837936419,4.878991162061297e-05
19,0.16916371227078866,4.5737065137497175e-05,0.1435276461105302,4.795316507303728e-05
20,0.16991956959657184,4.608632770095752e-05,0.14521127338204023,4.849463949539284e-05
21,0.16898262835629402,4.57156482642489e-05,0.14640654548255225,4.9683583672584574e-05
22,0.16944940542552414,4.61171564314008e-05,0.1463814142804736,5.026070276896612e-05
23,0.1694086170599494,4.6056357376784837e-05,0.14669585549525854,5.076279606742484e-05
24,0.16972310506084196,4.639883387622557e-05,0.14785640596594157,5.16404789247403e-05
25,0.17025957712706535,4.6561940775184904e-05,0.14780275727142966,5.170784865181606e-05
26,0.17159878189142255,4.710815709533925e-05,0.14809393311926308,5.210076465127678e-05
27,0.17120090644394145,4.6621789288093366e-05,0.14690225179803115,5.114265116558298e-05
28,0.1704540183176126,4.630442785476243e-05,0.14592425337852238,5.059548709473221e-05
29,0.17085488571455398,4.6637997412109984e-05,0.14495132117269854,4.9844394635301514e-05
30,0.17158004392868012,4.719548744863339e-05,0.14397475515074534,4.931583422457491e-05
31,0.17164595804373067,4.7297369717747226e-05,0.14376003648371957,4.935403124973101e-05
32,0.17082227531402427,4.672965710414562e-05,0.14431546630718378,4.984658539213287e-05
33,0.17021102733406462,4.6536209652201554e-05,0.14456249061072204,5.012905325986575e-05
34,0.1703650534948946,4.66459987150596e-05,0.1445420744647109,4.994494362108679e-05
35,0.16934596147349795,4.61588019500423e-05,0.14469570147810729,4.9989960223743575e-05
36,0.1694068334437242,4.6291526276984226e-05,0.14500757687861787,4.9951463258441336e-05
37,0.16882780183275192,4.611055871289079e-05,0.14568537553610947,5.016699808013592e-05
38,0.16780222048890475,4.555268085404233e-05,0.14497593873842213,4.998149624165314e-05
39,0.1669387320653104,4.505656174781536e-05,0.14513031066475127,4.986972620259493e-05
40,0.16647504372263527,4.4906176034445525e-05,0.14553490596181806,4.9869435223460895e-05
41,0.16715253207029349,4.531225479313174e-05,0.14554414439465144,4.995677149029389e-05
42,0.16650844283513935,4.494226797960593e-05,0.1455237403636152,5.005500703992811e-05
43,0.16663253451272553,4.493842399897048e-05,0.1453974185597059,4.993969588619677e-05
44,0.16621687095630516,4.477207795623486e-05,0.1454119077502122,4.99760096016257e-05
45,0.16571618955650017,4.450321987968623e-05,0.14533745238194037,4.953587999661511e-05
46,0.1651513691339192,4.426678728088646e-05,0.1446678816536044,4.930600494223757e-05
47,0.16529984265291525,4.4356064649640696e-05,0.14469475468471876,4.9462163865128384e-05
48,0.1655065292009527,4.456051705894214e-05,0.1448217700011002,4.9504310784006046e-05
49,0.16530976103346104,4.4579531359668194e-05,0.14491463875182004,4.9473315005316494e-05
50,0.16552990998091033,4.4684022670808164e-05,0.1448296401247528,4.9263686321265044e-05
51,0.1658045289824867,4.4879256001618994e-05,0.1445163712946874,4.912428210730329e-05
52,0.16515753641402947,4.4656127768837435e-05,0.1449393879138927,4.92481046485923e-05
53,0.1654944776044707,4.480038596439304e-05,0.14442611470001476,4.872969067979165e-05
54,0.16532634001454868,4.4775637693045515e-05,0.14463677243325268,4.886091072170448e-05
55,0.16559117834801879,4.493512228196711e-05,0.1451886020757944,4.915381248783015e-05
56,0.16517101128535078,4.477170704650047e-05,0.14563402664498187,4.9324273822883365e-05
57,0.16497895661205958,4.4666704501229735e-05,0.14613625357496804,4.9425318054238635e-05
58,0.1651097768095259,4.470313917091497e-05,0.14599626244795058,4.920405242365289e-05
59,0.1651794569256538,4.4641346598591836e-05,0.14534640464540444,4.8945786388525966e-05
60,0.16520824711831977,4.462431417722798e-05,0.14518907127787056,4.892411553053263e-05
61,0.1652344557590975,4.4650388956219535e-05,0.14501398293134243,4.8909270545604876e-05
62,0.1653312934516642,4.451192442810173e-05,0.14510599569692173,4.9154058481187826e-05
63,0.16472875323295094,4.4196416152044325e-05,0.14522291115041036,4.916450674389154e-05
64,0.16486320772436933,4.425568836936677e-05,0.14554078711522342,4.9210572380634526e-05
65,0.16461335831344465,4.4070301478285156e-05,0.1460707824177021,4.97006557120723e-05
66,0.1636950517808709,4.3635911927235194e-05,0.14620393777535992,4.9861156474932975e-05
67,0.16351532740608116,4.349134681554115e-05,0.14602566602013065,4.9455742836977904e-05
68,0.16301418339994572,4.320416144911307e-05,0.14538045910054362,4.9102140018689384e-05
69,0.16280703643518574,4.311269069759743e-05,0.14487429601172724,4.882328865153e-05
70,0.16274842562412753,4.307407391873142e-05,0.14505443178295707,4.896372642953736e-05
71,0.16257348336443284,4.297037402465619e-05,0.14490283324054065,4.8860777795362896e-05
72,0.16202497634479868,4.2690955957859014e-05,0.14545279517114373,4.908052542068099e-05
73,0.16171148524167872,4.2498547119809614e-05,0.14564332802367289,4.925346475873542e-05
74,0.16185283077844953,4.259538836096804e-05,0.14552457933157945,4.9181337780659504e-05
75,0.1623503285017875,4.288978215768927e-05,0.1454534252953972,4.918369713720693e-05
76,0.16274999291661224,4.305807525747588e-05,0.14532704939530547,4.914933373562333e-05
77,0.16257997870152519,4.29468313279541e-05,0.1454791677323214,4.933468052195808e-05
78,0.16259374158105344,4.298988283781817e-05,0.14530892082663677,4.936001596214912e-05
79,0.1630677322074153,4.32351418898954e-05,0.1455312707785562,4.962824378329599e-05
80,0.16302319268181537,4.320000732755293e-05,0.145774852379487,4.9918094072643364e-05
81,0.16258295280259297,4.296941660222762e-05,0.14602907031961915,5.007679352861598e-05
82,0.1626264277431226,4.30364290206491e-05,0.14604480363207809,5.0134937306935915e-05
83,0.162290167838264,4.289356188025352e-05,0.14587833535889935,5.0031626325284614e-05
84,0.16211267746404853,4.2751696395217884e-05,0.14597266702921521,5.006092294791303e-05
85,0.16223311928155737,4.286662203074812e-05,0.14593307591026813,4.988697980693876e-05
86,0.1624873382879099,4.3005369118850556e-05,0.14617955600649915,5.0069288894692956e-05
87,0.1624926469146353,4.3033827585061454e-05,0.1467477602627136,5.022008028800237e-05
88,0.16250269105729476,4.3053689859304856e-05,0.14677189790736392,5.0220953564771466e-05
89,0.16262303479002177,4.302666155978539e-05,0.14682634774304748,5.0110238629585235e-05
90,0.16277989955460387,4.306841617960638e-05,0.1468587173873978,5.0064579809363655e-05
91,0.1632030935643015,4.33561538490615e-05,0.146642292203169,4.98898285786198e-05
92,0.1630192384866801,4.325338145757892e-05,0.14651519732835466,4.9728283203796266e-05
93,0.16325874199490653,4.3444571645164337e-05,0.14632333965017086,4.9711904158953226e-05
94,0.16322987842172215,4.343163321230626e-05,0.14590772589152914,4.9528722933455643e-05
95,0.1634919534335758,4.355859915990671e-05,0.1457160336569789,4.94535852766369e-05
96,0.16362609934034178,4.364255552447483e-05,0.14533084700444884,4.926882149194113e-05
97,0.16375265439101713,4.3632210387877914e-05,0.14514979772688869,4.9201988009960736e-05
98,0.1634066769020601,4.3508102916140885e-05,0.14533818176144014,4.943231422554208e-05
99,0.16327910641004656,4.343348667406703e-05,0.14557227889032717,4.9400151473654096e-05
100,0.18086395278651907,5.710322138846977e-05,0.2183690330660215,8.483688041438117e-05
101,0.1557879572840034,4.108646450366321e-05,0.174079132125394,6.461352584718527e-05
102,0.1702884751847668,5.019394949462596e-05,0.17311855332500303,6.347977897323845e-05
103,0.16833357447580344,4.625464681131148e-05,0.16305976983781204,5.948722704400176e-05
104,0.1625008042877224,4.2280147792487085e-05,0.1641449290457062,6.0319069307043546e-05
105,0.1599850134118047,4.1509665430630626e-05,0.1632479222136488,5.963409800731468e-05
106,0.15892002515315823,4.057406430180552e-05,0.15999953343565404,5.8791397927553566e-05
107,0.16456394604400573,4.261353211461659e-05,0.15916627858734794,5.902758793807706e-05
108,0.16324458754786264,4.219088398742586e-05,0.15827901253185675,5.737362605344882e-05
109,0.16444566887025125,4.3429969267914716e-05,0.1556744259655029,5.648367672052846e-05
110,0.1620029245233222,4.200257185478691e-05,0.1522281720248324,5.4928398345273305e-05
111,0.1629851985996548,4.221918460139304e-05,0.1505678637656035,5.268645262505185e-05
112,0.1625093026969623,4.1955680217209904e-05,0.15114383074678522,5.2810724149343806e-05
113,0.1644011392824182,4.316893217187137e-05,0.15125611108822604,5.294296140736157e-05
114,0.16487442256425733,4.390706839995571e-05,0.15113552188550325,5.354106312180711e-05
115,0.16774237763389022,4.494559235853572e-05,0.15201452020541992,5.376125867293157e-05
116,0.16806836287196222,4.480222296426841e-05,0.15053240981480948,5.345718306479285e-05
117,0.16782940824680245,4.4289601206473896e-05,0.15157327356572187,5.389752827154949e-05
118,0.16905614864788165,4.484695582429197e-05,0.15057379705959817,5.33463874051562e-05
