simulation,baseline,baseline,algo_1,algo_1,algo_2,algo_2,algo_3,algo_3
score_type,linear,squared,linear,squared,linear,squared,linear,squared
0,0.5485034684407246,0.0002146205881662437,0.616924804169349,0.0002549934199681319,0.5833288407623125,0.00023145755305497802,0.5723647007672766,0.0002217435952310663
1,0.5671534677710566,0.00022429084675141295,0.6755415549460009,0.0002993495734652863,0.6770359873693119,0.0002908213540169417,0.5626328158182892,0.00021484836749338155
2,0.5600727349057638,0.0002182135828806342,0.7092158539323553,0.00033211907603620746,0.6693074969103477,0.00028781593125353373,0.5696048448750892,0.00022064494582463078
3,0.5445060285472526,0.0002084848246770693,0.7164367694813366,0.000339347034961219,0.663717911242067,0.00028510276391124266,0.564968044980069,0.00021754796411710146
4,0.5226269200742829,0.00019359625228792388,0.7294334244360269,0.00035049986952165985,0.688720118166591,0.00030238602519147263,0.5873343811192866,0.00023046283527879114
5,0.5228334991266386,0.0001940774385968616,0.7452963501481344,0.0003671028416117124,0.6687150089588575,0.0002896832355346142,0.5876909038949201,0.0002308026925081294
6,0.5214430306459027,0.00019272560784902026,0.7534578803631742,0.0003748258086703065,0.6686523342555837,0.00028896489205436447,0.5927998734529366,0.0002338279505146764
7,0.5126375753303714,0.0001878962802824413,0.7581535675358383,0.0003799952796318437,0.6714869007191717,0.0002907397252345928,0.5950668610904803,0.00023542380743846202
8,0.5172663003365957,0.000190367398288945,0.759804532091909,0.0003819656116516787,0.6853540431936747,0.0003002165602142565,0.5939968235544905,0.00023484875849683913
9,0.516873272340092,0.00019000582837511252,0.7486958259877401,0.0003703484173322183,0.6738922930836864,0.00029230572584940687,0.5940951584213806,0.00023507510752265748
10,0.5167419821249015,0.00018972442426799492,0.7401442342285599,0.0003612256462202536,0.6731958315268336,0.0002917587339529297,0.5987323023585033,0.00023808490923621646
11,0.5140706032980809,0.0001879787085716049,0.7461713408213334,0.00036731393906089824,0.6800041244073683,0.00029672025091262563,0.5980275157447918,0.00023759581235131635
12,0.5184042262367436,0.0001899805584638885,0.746070510800852,0.00036747256558457004,0.6737612145539118,0.0002915934167405064,0.6018962500446265,0.00023994283518556008
13,0.5193352956332818,0.00019069942495066313,0.7486895195124963,0.00037009712936560124,0.6730017009834528,0.0002913565533457827,0.6063885500136708,0.0002426525738202425
14,0.5193699471630171,0.00019041489602146335,0.747294599042067,0.00036834373953130857,0.6618925967073944,0.00028364373025266507,0.6058295575587608,0.0002424452895275243
15,0.5253567493300038,0.00019412508584679526,0.7486386521288743,0.00037006980293235873,0.6692778264940011,0.00028880520125830185,0.6067020107969889,0.0002431759080043684
16,0.5213081137758586,0.0001915425349806826,0.7407327503506504,0.0003622342051919043,0.6702436689173422,0.0002892870726607501,0.6083625139332947,0.0002445640753097708
17,0.5241121023017946,0.0001928391378624691,0.7442649200544129,0.00036646367919219584,0.6624602162026608,0.0002840996921821254,0.6090564791431874,0.00024514247535669097
18,0.5269490377128242,0.00019440444006413042,0.7474717040877704,0.0003697922104683955,0.6669339145034575,0.0002872918097522414,0.6129409532649376,0.00024777368919436696
19,0.5269347622939887,0.00019439815811132298,0.7473872404451465,0.0003694633732912072,0.6672397530256702,0.000287584886701889,0.6145276270525128,0.00024895722717811465
20,0.5254595090543005,0.00019344642506256723,0.7479745122669974,0.0003697840589487961,0.6707033268006768,0.00028986683145586526,0.6164769242800388,0.0002502095255477113
21,0.5252784403490154,0.00019355347080215804,0.7477287895785465,0.000369629242150483,0.669540721416308,0.0002890284405677907,0.6145985613955987,0.00024899799323531245
22,0.5204708478095522,0.00019067291176649736,0.7494555311480436,0.00037148971738684336,0.6705709425478972,0.00028980685477102315,0.615746947994016,0.0002498945855610554
23,0.5190688515146685,0.0001894634678168943,0.7530002168256749,0.0003752673867688687,0.6665932641634325,0.0002866081335134919,0.6155497405255972,0.0002498388590256909
24,0.5203854639443383,0.000189923797822959,0.7535954001441237,0.00037620835977579634,0.6707607382206857,0.00028946268780148085,0.6157912631452677,0.00024999444472924217
25,0.5223226066748222,0.0001910296624602796,0.7560673853019338,0.00037887184199235857,0.6753940873719633,0.00029282004367728906,0.6138051893627681,0.00024870499706035765
26,0.5189636778809105,0.00018873467506376305,0.759019119484947,0.0003819394334360043,0.6718853435293578,0.00029011581038207305,0.613147947120673,0.00024833728041693366
27,0.5195396491660816,0.00018890857578498528,0.7612566504405883,0.0003844234721785072,0.6760267047691886,0.00029315861302157715,0.6141451101815096,0.0002489174646853766
28,0.5177409447571177,0.00018793478954684035,0.7603332229507944,0.0003832833606428094,0.6794032954235325,0.00029541936744217174,0.6144870293929379,0.0002491349818373082
29,0.5167393279869998,0.00018759873571417939,0.7586056624025274,0.00038149694320058024,0.68291232106661,0.0002980114970488895,0.6130198827104112,0.00024812107201216383
30,0.5145182161275347,0.00018636156359211705,0.7572290267137798,0.0003803589660106686,0.6807077652187985,0.0002965560797881871,0.6119976398564095,0.000247311967608139
