simulation,baseline,baseline,algo_1,algo_1
score_type,linear,squared,linear,squared
0,0.6018839868260257,0.0002659726445858339,0.8133171263030817,0.0004784830054277982
1,0.5864829708900896,0.00026603558064515844,0.7499502492261758,0.0003984364523862271
2,0.5704049525793136,0.00024656820315496764,0.6792632153081928,0.00032900890949808827
3,0.5514885405163453,0.00023265961221890494,0.6813981784254062,0.0003279960563741377
4,0.5820342176721685,0.00025497644270621085,0.6962867670004476,0.00034207946814544116
5,0.5960317399567895,0.0002668539220971771,0.6883427150159791,0.00033781097592067215
6,0.5938974504836501,0.0002598185511810284,0.6911125118498204,0.00034625325849176356
7,0.5992510547995822,0.0002634424510127606,0.6789962992574125,0.00033672212694759774
8,0.6029018278437421,0.00026315412863352547,0.669732762778169,0.0003328828599409308
9,0.6080493698223116,0.00026985637267107473,0.6703399641226946,0.0003299982479269164
10,0.6118388640576137,0.0002724113428897243,0.6568673953129821,0.00031654229382731963
11,0.5987457621514705,0.0002610417607028702,0.670822712570374,0.0003303086633145026
12,0.6055964251955335,0.0002650787622947541,0.678238076783233,0.0003383037854393873
13,0.6064424523074179,0.0002679793783382415,0.6797293738946726,0.0003442777210142903
14,0.6120946340699728,0.00027110914175942853,0.678305785630556,0.000346341305776115
15,0.6126457181184815,0.00027349233969322853,0.6787749439443089,0.00034910805990317654
16,0.6136516339899196,0.00027478960000624716,0.6755234599860241,0.00034399859576851415
17,0.602264052385529,0.0002643606211553405,0.6721376256044626,0.0003393527261877843
18,0.6063232154454967,0.000270198527026033,0.6691401290111174,0.00033625844704526423
19,0.6101380159476448,0.00027374883679362434,0.6555682030929505,0.0003231981176911854
20,0.6077323368598935,0.0002702293106789481,0.6654022916806943,0.0003340728324528095
21,0.6161422084397803,0.0002754231810044913,0.6672209407888866,0.0003323169990765817
22,0.6180406956189112,0.00027822292545500935,0.6566240994138615,0.00032234532260118885
23,0.6294103926695892,0.00028948750767102474,0.6541743764850207,0.000319778525042688
24,0.6317666020368088,0.0002909835839507913,0.6517955885765695,0.000318835674972658
25,0.6369273415829728,0.0002982683143549634,0.6467632096914162,0.0003135919890793513
26,0.6379194174343512,0.0002985911748816899,0.641526090914252,0.0003073504002123268
27,0.6384934722619028,0.0002993712817356236,0.6443516812323347,0.00031142712972561585
28,0.6360855701270891,0.00029596970122202097,0.6432602113557404,0.0003106778651811125
29,0.6359005460699662,0.00029603331876365926,0.642750366053847,0.00030946325229912024
30,0.6387970836557633,0.00029878140748672256,0.6437527772192704,0.0003123887022258816
31,0.6312280062186167,0.0002922292812388335,0.6445710692890323,0.0003126097629717877
32,0.6312471470953911,0.00029311941674867045,0.6387902341641778,0.00030745207844707625
33,0.6326296094997605,0.0002928465780067842,0.6355596501630596,0.0003039360381933713
34,0.6341120213564075,0.0002935272602794937,0.6352438268944129,0.0003033454674872758
35,0.6350928744698295,0.0002941773316857384,0.6351207240492684,0.000302031295578714
36,0.6361281157006367,0.00029380827176610333,0.6366645311881565,0.0003027848718387034
37,0.6360712556150514,0.0002936318842079576,0.6388468633148292,0.00030439499430253266
38,0.6329541034538455,0.0002912371408555124,0.638954564914705,0.0003049307399333231
39,0.6349344306714131,0.00029336393552438207,0.6385063445100287,0.000305642799259846
40,0.6356093838611645,0.00029506702239832905,0.6412757695013946,0.0003073949993554788
41,0.6376748321358678,0.00029681092451767194,0.6421127395081763,0.00030799668916422997
42,0.6382575952319361,0.0002965652117083342,0.6407587106436632,0.0003073384536790804
43,0.6384009043223472,0.0002965596540001165,0.6436013035574517,0.00031116384784592356
44,0.6361086284498167,0.00029478815553450995,0.6460840579486905,0.0003134992143161106
45,0.6386788808390051,0.00029612170424405727,0.6475177248171953,0.0003156559503032662
46,0.6385574700456842,0.0002966409208457892,0.6491822255531277,0.00031791312451594293
47,0.6379161116480919,0.00029628322204587707,0.6482523540626506,0.00031861422286487694
48,0.6368933168570208,0.0002950724101570355,0.6445222463898782,0.0003149245800710025
49,0.6379038652370812,0.00029607454614309615,0.646098925333647,0.00031606355897512644
50,0.6382458557091626,0.00029596430561145825,0.6440456658221098,0.0003140617470485381
51,0.6361195249011886,0.0002937614614482764,0.6444835238919802,0.0003137322478218675
52,0.6376106259110248,0.0002950564674551835,0.6426347679672151,0.0003114044689187617
53,0.6365978124532908,0.00029474263126437234,0.6446562774453918,0.00031250533136230395
54,0.6351013723685998,0.00029370973270663095,0.6416783587668697,0.0003115145170390164
55,0.6338066305422145,0.00029305523307799513,0.6426263299452825,0.00031241910253632544
56,0.63216609840797,0.0002921328880458301,0.6441589781944124,0.00031501424256502115
57,0.6319752145722485,0.0002919395669758643,0.6426536223408146,0.00031337591339360604
58,0.6335015285275639,0.0002936857734660611,0.6404432148776298,0.0003118374588091263
59,0.6319534500670949,0.0002922105371591146,0.6413023228707706,0.0003122005834431927
60,0.6291183593471074,0.0002891185485727466,0.642392651865498,0.00031337426558297483
61,0.6279971032412006,0.0002881389496491104,0.64323504777115,0.00031453300894516826
62,0.6267157246147934,0.00028663626484336826,0.6436638501275366,0.0003144999526262881
63,0.6253574330554248,0.0002859694047694076,0.6449866411278192,0.0003161076224705527
64,0.6269057339009773,0.0002868664840717406,0.6441524459102281,0.00031503749136115033
65,0.6263475582336104,0.00028558628442638555,0.644411445342157,0.00031519500426586126
66,0.6266941322368347,0.0002855546761326845,0.6446005326743591,0.0003157721043613818
67,0.6269339776274374,0.0002857369096530366,0.643166916834919,0.0003146169361983506
68,0.626756056898822,0.00028565075681460754,0.6437576481652645,0.0003166308502021608
69,0.6243171468174509,0.0002835758321113515,0.6447638947463883,0.00031673789015318124
70,0.6230019959874091,0.00028262067445453186,0.6460196964289205,0.00031719721907642873
71,0.622608043452255,0.00028257393378124817,0.6453561540801355,0.00031563095609801685
72,0.6234862458565228,0.00028325731843080806,0.6464010942483823,0.0003169727461044622
73,0.6249650473139963,0.00028366542996395355,0.6442669211285434,0.00031416569252679257
74,0.6255763202877556,0.00028402621789716575,0.6431550672011278,0.00031181970475665437
75,0.6242071851929695,0.00028306476064534134,0.6446126338585295,0.00031360818825784496
76,0.6247701350599095,0.00028410167867286154,0.6438089438601869,0.00031252190703134935
77,0.6240019392550543,0.00028290211670272444,0.6440940879914496,0.00031296060687853965
78,0.6228655661971485,0.0002822946880145602,0.6424953098389832,0.00031070387526243193
79,0.622222144989311,0.0002825342948222688,0.6420328660357545,0.0003107568439245121
80,0.623889989109307,0.0002838413586789086,0.6435202508929158,0.00031243460678916795
81,0.6243342180929646,0.0002843398025374307,0.6410331419449398,0.00031014808888724956
82,0.6258454375304718,0.00028561219371402114,0.6414062183217191,0.000311037664257621
83,0.6276284434286156,0.0002870344184971649,0.6424799982665313,0.00031146061794641176
84,0.6287720748285361,0.00028764617137865814,0.6426052258611795,0.00031163123135140395
85,0.6292813949997793,0.00028834892807712634,0.6418531145910762,0.0003106054649700884
86,0.630176878970552,0.0002893289521377324,0.6419597507500467,0.00031095948326588545
87,0.6325842438527702,0.00029096852650522354,0.6421860520182201,0.0003105703977564908
88,0.6327721115815768,0.00029110724111324057,0.6423702018985441,0.0003102939385093194
89,0.6341360129746697,0.0002919835358946018,0.6431111518363481,0.00031039247125526137
90,0.631110076530927,0.0002897624577554471,0.6420385785471655,0.0003088725063131139
91,0.6302666704550335,0.0002888616790994227,0.6421054773519985,0.0003083674361155049
92,0.6303923325651382,0.0002891091721321086,0.6422662738978562,0.00030823543691168453
93,0.6310720051027086,0.0002895833725845329,0.6427599587904205,0.00030855356448151653
94,0.6313107468240348,0.0002900944114199673,0.6418837881511807,0.0003078345187171249
95,0.6313634358916139,0.0002902277557090816,0.6407786673887852,0.00030678615628701515
96,0.6313658564266929,0.0002906772925169923,0.6412233659855078,0.00030694217100030256
97,0.6304417181469217,0.0002889767263584156,0.6416478654340596,0.0003067935346203025
98,0.6285920271616631,0.00028707259856776987,0.6438749371240484,0.0003083601101333444
99,0.6301971743068044,0.00028882397070410066,0.6427366069812596,0.00030725858297185756
100,0.5960648795233042,0.0002614814590616862,0.7736038063681665,0.00047416680974776107
101,0.5805280215458924,0.0002636008357933692,0.6388102190107641,0.00031846416877299305
102,0.566734012381816,0.0002466180618107375,0.6230233053959953,0.0002907539437711331
103,0.5502542116280211,0.00023382638905443273,0.6002748524758386,0.00026758787770227686
104,0.5802471476347069,0.00025590434347670644,0.5894109627237579,0.00025695925375830155
105,0.5936734227261938,0.00026708426306318035,0.6089906003177992,0.00027188536667219936
106,0.5913924707584708,0.0002598491132871597,0.5798229757610596,0.00025200269212677725
107,0.5965722647512643,0.000263258176736936,0.600243859198548,0.00027325704531508594
108,0.5997229796632118,0.0002625332133910171,0.6096753292589109,0.0002840479698731019
109,0.6044276872552516,0.0002690422989165629,0.6062855455309012,0.0002795099913115713
110,0.6079018071147808,0.00027161246829242823,0.6230521893903145,0.000296645948967884
111,0.5949627616900073,0.0002605256340275524,0.6244915304395351,0.00029519731059693215
112,0.6024696537582436,0.00026460316279927805,0.6251809499990635,0.00029454592769489134
113,0.6031966205240532,0.0002676548243269629,0.6343829883669996,0.0003004927733120084
114,0.6088712924746962,0.0002709434762791742,0.6375766152141306,0.00030722327208157843
115,0.6091030808401027,0.000273307994419084,0.6432770991066284,0.00031067043817343577
116,0.6100756277024764,0.00027493836187941024,0.6373472068760485,0.00030254979455177853
117,0.5982831792100829,0.00026421324187696145,0.6384413273878911,0.0003033358480427736
118,0.6027442704291048,0.00027028797436385026,0.6309477047079391,0.00029725383824228774
119,0.6056952647150062,0.00027393614122738093,0.6359973478464012,0.00029934022979898934
120,0.6035174556210677,0.0002702225696723593,0.6359755779993292,0.00029801729102428586
121,0.6118111665704407,0.00027549415682242125,0.6371377276912945,0.000301031948719852
122,0.6139147233660139,0.00027826156400580785,0.633766723717899,0.0002981824883254822
